,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
53295,gdb_53296,CC#CC1OC1C1CO1,2.82244,0.88985,0.73192,3.5932,78.53,-0.2503,0.0217,0.2719,1556.6449,0.133082,-421.750876,-421.741411,-421.740467,-421.787566,32.497
34923,gdb_34924,N#CC1C2OC2C2CN12,2.99949,1.70597,1.36939,4.7027,67.73,-0.2522,0.0179,0.2701,928.2492,0.114168,-416.766402,-416.759599,-416.758654,-416.797719,26.485
79394,gdb_79395,CC12OC3C1C(O)C23C,2.18744,1.72922,1.56397,2.2528,75.33,-0.2245,0.0727,0.2972,1001.5329,0.156872,-422.945274,-422.936596,-422.935651,-422.977848,33.705
111089,gdb_111090,CC1=CC2CC1C2CO,2.99353,1.1645,1.00433,1.1086,84.55,-0.2119,0.0256,0.2375,1281.163,0.182964,-387.054201,-387.04549,-387.044546,-387.087546,33.786
45257,gdb_45258,O=C1CN2CC3CC3C12,3.05972,1.63908,1.31713,2.7055,74.78,-0.2245,-0.0227,0.2019,988.982,0.149458,-401.932591,-401.925534,-401.92459,-401.964076,28.362
83033,gdb_83034,OC1C2CC=C(C=O)C12,2.79068,1.3698,1.1635,2.2945,76.37,-0.2423,-0.0545,0.1879,1095.1013,0.136028,-421.832355,-421.824429,-421.823485,-421.864914,30.181
64563,gdb_64564,CC1(C=O)C2CC1OC2,2.42427,1.84765,1.38277,2.9828,74.56,-0.2445,-0.0217,0.2228,994.8423,0.159147,-423.007775,-422.999692,-422.998747,-423.04025,31.249
64561,gdb_64562,OC1(C=O)C2OC1C=C2,3.14217,1.59804,1.30736,2.7943,66.18,-0.2535,-0.0546,0.1989,952.4614,0.11163,-457.709878,-457.702769,-457.701825,-457.741278,28.285
58652,gdb_58653,CC(C)C1(NC1C)C#C,1.8203,1.46363,1.12394,1.0427,89.22,-0.2358,0.0383,0.2741,1269.056,0.191235,-367.167856,-367.157201,-367.156257,-367.202936,39.845
70663,gdb_70664,CC12CN1CCC2C=O,2.49127,1.46753,1.11684,2.0632,79.64,-0.2394,-0.0237,0.2158,1147.1275,0.170993,-403.14897,-403.140348,-403.139403,-403.182484,32.741
130997,gdb_130998,C(C=O)Oc1n[nH]nn1,7.67369,0.7632,0.69718,3.0675,60.66,-0.2718,-0.0447,0.2271,1467.4084,0.088925,-486.037496,-486.029558,-486.028614,-486.071932,26.436
26328,gdb_26329,CC(O)C1=CNC(O)=N1,3.46029,1.03946,0.94138,3.3922,70.54,-0.2097,0.0429,0.2526,1278.0455,0.1365,-455.189798,-455.181001,-455.180057,-455.22351,33.004
109999,gdb_110000,CN1CC(C=O)C1CO,2.09067,1.43483,0.92938,3.2258,76.85,-0.2243,-0.0285,0.1958,1278.2085,0.168795,-440.257608,-440.247645,-440.246701,-440.293661,35.099
45764,gdb_45765,N=C1NC=NC1CC#C,3.38355,1.14319,0.89045,3.9853,77.79,-0.2371,-0.0114,0.2257,1253.289,0.124543,-396.916558,-396.908113,-396.907168,-396.950124,31.225
77330,gdb_77331,CN1C(COC1=N)C#N,2.48879,1.52551,1.17602,3.6882,70.8,-0.2446,0.0058,0.2504,1068.4197,0.12547,-434.093792,-434.085316,-434.084372,-434.127341,30.175
23971,gdb_23972,C#Cc1cc([nH]c1)C#N,6.20138,0.90028,0.78615,3.9071,84.91,-0.2314,-0.0321,0.1994,1332.6539,0.090477,-378.496683,-378.489024,-378.48808,-378.528932,28.655
82555,gdb_82556,CC1C2CC3(CCC13)O2,2.78419,1.6988,1.34449,1.5025,82.18,-0.2329,0.0871,0.32,1043.8826,0.184261,-387.0443,-387.036833,-387.035889,-387.075665,31.262
56907,gdb_56908,CC(C#N)N1CC1(C)C,2.28173,1.2695,1.00762,4.1052,83.75,-0.2446,0.0304,0.2749,1297.2801,0.179962,-383.265737,-383.255444,-383.2545,-383.300806,37.796
132461,gdb_132462,OC1=CC=C(F)C(=N)N1,3.17874,1.36414,0.95451,4.4715,71.16,-0.189,-0.0206,0.1684,1114.3236,0.101979,-478.014374,-478.006952,-478.006008,-478.046125,28.991
106213,gdb_106214,OCC12C=CC3C1CC23,2.80806,1.71011,1.2809,1.3789,79.66,-0.2163,0.0112,0.2275,1021.1395,0.160192,-385.823692,-385.81621,-385.815266,-385.855581,30.386
33901,gdb_33902,C#CC12OC1C1OCC21,4.30567,1.28802,1.18078,2.6595,72.24,-0.2465,0.0042,0.2507,1035.1605,0.111433,-420.510476,-420.503334,-420.50239,-420.541952,28.14
92118,gdb_92119,CC1CN2CC3(CO3)C12,2.60522,1.64657,1.21714,0.5806,78.49,-0.2201,0.0571,0.2772,1082.9006,0.171134,-403.078105,-403.069969,-403.069025,-403.111086,31.605
31336,gdb_31337,CCc1c2n(cn1)CC2,2.82193,1.47294,0.9918,3.6585,83.13,-0.2065,0.0444,0.2509,1204.88,0.16129,-382.081585,-382.073256,-382.072311,-382.115789,30.606
14002,gdb_14003,N#CC1CC11COC1,4.22158,1.47796,1.27129,3.9167,66.13,-0.2611,0.018,0.2792,948.0265,0.119126,-362.635433,-362.628157,-362.627212,-362.667415,26.325
38774,gdb_38775,C1C2C3C4NC4CC1N23,2.87,1.95514,1.64919,1.8829,76.83,-0.2199,0.0651,0.285,896.9688,0.164161,-382.008716,-382.002355,-382.001411,-382.038994,27.403
12282,gdb_12283,CCC1CC(O)C1O,3.86468,1.29998,1.1086,1.1447,70.93,-0.2466,0.0569,0.3035,1134.5595,0.176225,-386.130021,-386.120985,-386.120041,-386.163659,33.445
28917,gdb_28918,c1cnc(c(c1O)N)O,2.38631,1.86273,1.05191,1.6074,70.76,-0.2326,-0.0036,0.229,1055.7929,0.115347,-454.019337,-454.011642,-454.010698,-454.051566,29.414
126878,gdb_126879,CCN=C1NN=CC=C1,3.96958,1.07699,0.90857,1.2684,86.35,-0.2048,-0.0521,0.1527,1305.2855,0.149683,-398.13965,-398.131416,-398.130471,-398.172798,30.997
79359,gdb_79360,OC1C2C3CCC1CN23,2.35377,1.90904,1.75127,2.1443,76.2,-0.2208,0.0631,0.284,928.2762,0.17511,-403.144153,-403.136949,-403.136004,-403.175572,29.569
54993,gdb_54994,[O-]C(=O)C1CC11CC[NH2+]1,2.94375,1.34226,1.10484,13.5429,74.87,-0.1718,-0.0104,0.1614,1121.5471,0.147979,-439.017339,-439.008857,-439.007913,-439.051616,31.338
103204,gdb_103205,COC1(C)C2C3OC1C23,2.82356,1.7312,1.37648,1.8924,73.68,-0.2305,0.077,0.3075,997.6358,0.157644,-422.943702,-422.935439,-422.934494,-422.976361,31.949
75501,gdb_75502,CC1=CCCC2CC2C1,2.54196,1.42785,0.9996,0.0932,91.56,-0.2217,0.0332,0.2549,1271.0961,0.208009,-351.162678,-351.154176,-351.153232,-351.195324,34.406
2051,gdb_2052,C1C=CCNC1=O,4.94479,2.62705,1.75218,3.6605,59.44,-0.2391,0.0138,0.2529,688.8863,0.115751,-324.624318,-324.618091,-324.617147,-324.65477,22.853
129396,gdb_129397,c1(nc(on1)N)C(=N)N,4.35615,1.13068,0.90019,5.6005,66.83,-0.2337,-0.0274,0.2063,1207.153,0.102438,-466.198013,-466.189935,-466.188991,-466.230848,30.255
513,gdb_514,C(C#CC#N)O,28.35195,1.3265,1.27733,5.7112,52.46,-0.2849,-0.0526,0.2323,831.3517,0.060584,-284.062954,-284.056563,-284.055619,-284.092997,20.574
129364,gdb_129365,N=COCC1=NOC=N1,4.47122,0.94985,0.8346,3.7282,64.95,-0.2711,-0.0409,0.2302,1305.7416,0.101583,-469.990125,-469.982307,-469.981363,-470.024151,26.817
27844,gdb_27845,NC1=CC(O)=CC(=N)O1,2.07251,1.78485,0.95961,3.7936,76.42,-0.1867,-0.0109,0.1758,1145.4622,0.113512,-453.990054,-453.982155,-453.981211,-454.022172,31.097
82240,gdb_82241,CC1C2OC2C2COC12,2.41719,2.03815,1.44202,2.6923,73.46,-0.2402,0.0732,0.3133,963.2479,0.160751,-422.999909,-422.992461,-422.991517,-423.031714,29.366
106115,gdb_106116,CNC12C3OC1C(O)C23,2.63617,1.4842,1.20741,1.5583,71.81,-0.2213,0.0699,0.2912,1090.0883,0.147313,-438.991613,-438.983399,-438.982455,-439.02441,31.561
75640,gdb_75641,CN1C(=O)C2(O)CC12C,2.08763,1.82284,1.18876,3.4343,73.59,-0.2275,0.0118,0.2393,1087.8364,0.145357,-439.077158,-439.067738,-439.066794,-439.110914,34.413
93469,gdb_93470,NC1COC(=N)NC1=N,3.02154,1.40055,0.98925,0.9653,73.6,-0.2409,-0.0004,0.2405,1152.2431,0.139114,-451.350966,-451.342659,-451.341715,-451.384082,31.236
109587,gdb_109588,CCC1C(O)C(O)C1O,2.08913,1.48454,1.09128,3.3697,73.88,-0.2422,0.0397,0.2819,1203.1558,0.181955,-461.347378,-461.337832,-461.336888,-461.381587,36.568
74895,gdb_74896,NC1=NC2CC2OC1=O,2.93748,1.72613,1.18763,1.9907,68.62,-0.2303,-0.0476,0.1827,993.3863,0.114164,-453.972202,-453.964847,-453.963903,-454.003908,28.78
52615,gdb_52616,CC#CC(C)(O)C1CC1,2.62754,0.9771,0.84916,1.8406,87.77,-0.2475,0.0423,0.2898,1497.4991,0.179192,-387.055338,-387.044483,-387.043538,-387.092577,39.017
77962,gdb_77963,OC1C2C(O)C1C2C#C,3.67141,1.19325,1.01158,2.3211,75.32,-0.2442,0.042,0.2863,1161.5242,0.135345,-421.732826,-421.724831,-421.723886,-421.764887,32.117
58335,gdb_58336,CC(O)C(O)COC=N,4.03338,0.70939,0.62498,2.0712,74.98,-0.2676,0.0158,0.2834,1770.2285,0.167936,-477.413294,-477.402441,-477.401496,-477.450441,37.917
62282,gdb_62283,NC1(C#N)C2C3CC1N23,3.34966,1.5451,1.33952,5.2828,71.77,-0.2588,0.0163,0.2751,964.9452,0.125967,-396.869319,-396.861967,-396.861023,-396.900839,28.933
11817,gdb_11818,CN1CC2(C1=O)CC2,3.91823,1.66899,1.31205,3.5172,71.84,-0.2392,0.0361,0.2752,965.3259,0.142211,-363.871886,-363.863847,-363.862903,-363.904496,28.829
29358,gdb_29359,Cc1c(c[nH]c1C=O)O,3.23532,1.23283,0.89767,2.6746,78.6,-0.2085,-0.0421,0.1664,1223.4709,0.123806,-437.942994,-437.934034,-437.933089,-437.977177,32.012
23415,gdb_23416,ON=C1CN=C2OCC12,3.79888,1.25039,0.99347,3.1616,69.65,-0.2536,-0.0146,0.239,1125.3731,0.113212,-453.867795,-453.860422,-453.859477,-453.899829,28.025
104536,gdb_104537,OCC1(CC#N)CCO1,2.44088,1.35236,1.1131,5.9416,71.72,-0.2611,0.0285,0.2896,1153.2863,0.146773,-439.075834,-439.066604,-439.06566,-439.110851,32.938
100224,gdb_100225,COC(C)(CC#C)C#C,2.47131,1.19531,1.05275,1.0592,83.47,-0.2561,0.0314,0.2875,1246.7606,0.153885,-385.810867,-385.800178,-385.799233,-385.846195,39.062
38705,gdb_38706,C1C2CC3CC12CC=C3,2.56172,2.07822,1.56132,0.1006,86.02,-0.2356,0.0244,0.2601,947.4684,0.18685,-349.951411,-349.944737,-349.943793,-349.981786,29.542
18859,gdb_18860,NC1C2C3C1N=CN23,4.47137,2.22691,1.86971,1.8,63.41,-0.2272,-0.0097,0.2175,724.4876,0.121893,-358.783904,-358.777983,-358.777039,-358.813554,24.076
31903,gdb_31904,COc1ccc(o1)C#N,3.65193,1.1235,0.86389,4.636,75.73,-0.2212,-0.0318,0.1894,1251.0235,0.101184,-436.719525,-436.711485,-436.710541,-436.752828,28.464
74730,gdb_74731,CC1=CC2CC11OCC21,2.27606,2.18607,1.51397,1.4926,80.67,-0.2206,0.0114,0.232,952.1605,0.159439,-385.765243,-385.757832,-385.756887,-385.796636,30.443
28243,gdb_28244,C1Oc2c(nc([nH]2)N)O1,5.04915,1.29948,1.04986,3.0873,65.27,-0.1695,0.0246,0.1941,1060.4773,0.103766,-469.993473,-469.986353,-469.985409,-470.024802,27.274
103824,gdb_103825,CC(C)C1OC1(C)CO,3.1627,0.88774,0.83018,2.0292,82.2,-0.2556,0.0819,0.3375,1534.5159,0.202592,-425.419088,-425.40812,-425.407176,-425.455268,40.08
100582,gdb_100583,CC(CO)C(=O)OC=N,4.11623,0.78041,0.70272,1.987,71.87,-0.2739,-0.0241,0.2498,1590.7126,0.144939,-476.251405,-476.241064,-476.24012,-476.287849,35.277
741,gdb_742,Cc1cnon1,9.49364,3.55271,2.6275,3.7027,43.87,-0.3017,-0.0417,0.26,471.0874,0.073559,-301.316399,-301.311329,-301.310385,-301.344913,17.396
51413,gdb_51414,O=CCC1C2C=CC1O2,4.0181,1.00285,0.97546,2.3603,72.54,-0.2449,-0.03,0.2149,1232.0667,0.135273,-421.777252,-421.769561,-421.768617,-421.810608,28.957
5978,gdb_5979,CCCC(C)(O)C=O,3.12947,1.16961,1.06375,2.9426,71.85,-0.2488,-0.0231,0.2257,1225.8884,0.172871,-386.157404,-386.147094,-386.14615,-386.192924,36.211
14573,gdb_14574,C#CCCNCC#N,14.1043,0.63186,0.61259,3.5719,72.45,-0.2551,0.0177,0.2727,1697.8147,0.129195,-342.748777,-342.739721,-342.738777,-342.783319,31.092
5342,gdb_5343,C#Cc1ncccn1,6.08962,1.63916,1.29152,1.9999,72.22,-0.255,-0.0544,0.2006,870.0486,0.085474,-340.399791,-340.393554,-340.39261,-340.430154,23.359
37796,gdb_37797,C1C2C3CC1CCOC23,2.35011,2.09038,1.62738,1.3851,80.14,-0.2294,0.0751,0.3045,944.4674,0.187426,-387.094169,-387.087402,-387.086458,-387.124864,29.062
36737,gdb_36738,C1COC(O1)CCC#N,5.53132,0.72376,0.67441,5.2974,73.24,-0.2689,0.0392,0.3081,1619.4424,0.148067,-439.103699,-439.09479,-439.093845,-439.139107,30.946
131346,gdb_131347,C1CN1c2[nH]nc(n2)O,4.39245,1.124,0.96158,3.3484,67.89,-0.2288,0.0145,0.2433,1181.4969,0.115013,-450.122771,-450.115219,-450.114275,-450.156212,27.998
48310,gdb_48311,O=CC1(C#C)C2CN1C2,2.21306,1.982,1.20998,3.4738,76.78,-0.2422,-0.042,0.2002,1014.2805,0.122802,-400.625153,-400.617272,-400.616328,-400.657544,30.159
17893,gdb_17894,CN1C2CC1COC2,3.76752,1.94974,1.75605,1.7673,71.09,-0.2087,0.0841,0.2928,842.7129,0.167655,-365.027315,-365.020373,-365.019429,-365.057971,27.762
120160,gdb_120161,CCCC1C2CC1(O)C2,3.27484,0.8958,0.81461,1.17,86.83,-0.2565,0.081,0.3375,1545.9878,0.205616,-388.248158,-388.238765,-388.237821,-388.282647,36.207
44254,gdb_44255,O=C1CC2C1COC2=O,3.07543,1.49546,1.19453,3.4476,64.85,-0.2629,-0.0454,0.2175,1007.0983,0.113266,-457.811767,-457.804557,-457.803613,-457.844148,26.872
90060,gdb_90061,CC12C(O)CC11CC2C1,2.49142,1.72769,1.45794,1.5143,84.07,-0.2205,0.0648,0.2853,1020.9046,0.18233,-386.964634,-386.956507,-386.955563,-386.996444,33.599
129519,gdb_129520,c1c[nH]nc1NC(=O)N,5.11023,0.99834,0.83611,2.4781,69.79,-0.2127,0.0241,0.2368,1289.6165,0.115556,-450.188615,-450.180586,-450.179642,-450.221714,29.959
124901,gdb_124902,CC1(CO1)C1=NOC=N1,3.76108,1.28063,1.07956,1.7814,65.97,-0.276,-0.0358,0.2402,1094.8494,0.112322,-453.922493,-453.9148,-453.913855,-453.955524,27.92
50560,gdb_50561,O=CN1CCC2(CN2)C1,4.38258,0.99744,0.90035,3.7661,77.43,-0.239,0.0249,0.2638,1303.059,0.161311,-419.214832,-419.206523,-419.205579,-419.248576,30.89
20612,gdb_20613,Cc1cn[nH]c1C=O,3.31625,1.94257,1.23439,2.4714,67.63,-0.2575,-0.0631,0.1943,920.5708,0.108412,-378.763208,-378.755833,-378.754889,-378.795709,25.775
65443,gdb_65444,CC1(CN1CC=O)C#C,3.81,0.81709,0.76153,2.5725,80.8,-0.2437,-0.0275,0.2162,1507.5732,0.143177,-401.886871,-401.876969,-401.876025,-401.922366,35.457
88021,gdb_88022,OC1CC11OCC11CO1,3.0418,1.32183,1.14379,2.2278,68.84,-0.2414,0.049,0.2903,1101.2609,0.133819,-458.88668,-458.878419,-458.877474,-458.919629,31.266
81280,gdb_81281,CN1C2CC1C(=O)C=C2,2.79189,1.62409,1.31384,3.8432,77.92,-0.2156,-0.0511,0.1645,1020.6846,0.148925,-401.935666,-401.928194,-401.92725,-401.967263,29.781
22292,gdb_22293,ON=C1CCOC(=N)C1,2.82446,1.26379,0.9215,2.9109,73.6,-0.2508,-0.0024,0.2485,1224.9515,0.136505,-455.123447,-455.115186,-455.114242,-455.156828,31.073
58458,gdb_58459,CC(C)C1(O)CC(C)C1,2.88202,0.98888,0.95357,1.257,88.94,-0.2503,0.0667,0.317,1456.4813,0.226517,-389.496519,-389.485769,-389.484825,-389.531661,41.218
31693,gdb_31694,CCc1cc(oc1)CC,4.55151,0.82531,0.75489,0.5789,87.27,-0.2074,0.0267,0.234,1613.8923,0.182303,-387.137867,-387.128249,-387.127305,-387.173224,34.993
48425,gdb_48426,O=CC1(CN=CN1)C=O,2.32195,1.60985,1.21675,1.3771,67.31,-0.2468,-0.0583,0.1885,1026.6082,0.111612,-453.96505,-453.956694,-453.95575,-453.999092,29.222
53449,gdb_53450,CC#CC1COCCO1,4.47912,0.81176,0.72062,0.6179,81.96,-0.2319,0.0385,0.2705,1596.8819,0.159002,-422.995278,-422.986096,-422.985152,-423.031338,32.838
78369,gdb_78370,CC1C2N1C1CCC=C21,4.00231,1.20891,1.11695,1.4674,86.31,-0.2245,0.0092,0.2337,1181.2745,0.172097,-365.954073,-365.9463,-365.945356,-365.986027,31.149
106429,gdb_106430,CCC12CC(C1)C2C#N,2.58619,1.30246,1.03801,4.146,84.05,-0.2966,0.0259,0.3225,1227.8471,0.171691,-365.989904,-365.981354,-365.980409,-366.023274,32.686
41198,gdb_41199,C1OC23CC(CCC2)C13,2.77743,1.69945,1.50971,2.0288,81.95,-0.2346,0.0554,0.29,989.406,0.185532,-386.986886,-386.979852,-386.978907,-387.017782,30.187
91243,gdb_91244,OC1CC2CC(=O)C2C1,2.50236,1.63182,1.46009,2.968,74.6,-0.2313,-0.0116,0.2197,997.1215,0.160259,-423.05063,-423.042832,-423.041888,-423.082782,31.056
120216,gdb_120217,OCCN1C2CC1C=C2,3.4629,1.14402,1.05116,3.0419,80.01,-0.2235,0.0019,0.2255,1217.5868,0.172211,-403.078512,-403.070666,-403.069722,-403.111188,31.391
29624,gdb_29625,CN1C(=N)C=NC=C1O,2.34287,1.98042,1.08038,3.0152,77.91,-0.1953,-0.0366,0.1587,1053.9338,0.126009,-434.098583,-434.090588,-434.089644,-434.131116,30.299
24264,gdb_24265,C1C2OC2C2=C1C=CN2,3.94532,1.56511,1.21697,2.2464,74.93,-0.1978,0.0295,0.2273,984.0335,0.127756,-400.763489,-400.757027,-400.756083,-400.794118,26.55
32050,gdb_32051,COc1[nH]c(=O)ncn1,4.05783,1.22285,0.94529,5.8341,66.84,-0.2636,-0.0485,0.2151,1160.1392,0.103031,-470.078368,-470.070742,-470.069798,-470.110994,27.211
22330,gdb_22331,C1C(=NO)C=C(C1=O)N,3.57926,1.11451,0.85469,2.4773,80.21,-0.209,-0.059,0.1501,1258.0923,0.112533,-453.952014,-453.943663,-453.942718,-453.984851,31.539
52135,gdb_52136,C1CC=C(C1)COC=O,4.09157,0.8173,0.72755,4.1078,79.09,-0.2441,0.0066,0.2508,1557.1336,0.159284,-423.064394,-423.055479,-423.054534,-423.099572,31.646
99479,gdb_99480,CCC(C#C)C(=O)CO,2.45892,1.06582,0.77453,2.7166,78.14,-0.2615,-0.0317,0.2297,1468.9331,0.155259,-423.009779,-422.999314,-422.99837,-423.046661,37.282
61751,gdb_61752,CC(NC=O)C(=O)C=O,2.94542,1.00195,0.85065,2.8556,67.8,-0.2596,-0.1131,0.1465,1335.3237,0.121277,-475.065704,-475.056043,-475.055099,-475.101187,32.984
24170,gdb_24171,C(C1CO1)N1C=CN=C1,5.09897,0.9701,0.86163,5.2053,74.09,-0.2209,0.0299,0.2508,1313.9999,0.137747,-418.011726,-418.003887,-418.002943,-418.045853,28.44
116569,gdb_116570,CCN=C1OC2C(O)C12,3.53506,1.00995,0.92563,1.8503,76.3,-0.2452,0.0142,0.2594,1336.9398,0.146344,-439.043934,-439.035143,-439.034199,-439.078455,32.442
9586,gdb_9587,CC1(CC1C=O)C#C,3.67418,1.27737,1.18804,2.9349,74.14,-0.2469,-0.0296,0.2173,1059.436,0.127504,-346.570795,-346.562274,-346.56133,-346.603652,31.224
67241,gdb_67242,CC12C3CC1C1(CC1)N23,2.96044,1.62253,1.3307,1.6587,83.44,-0.2321,0.0938,0.3259,1046.7993,0.171238,-365.937407,-365.929628,-365.928683,-365.969192,31.575
68209,gdb_68210,OC12CN(C1)C(C2)C=O,3.33456,1.2907,1.14249,1.2383,71.19,-0.2411,-0.0318,0.2092,1094.0971,0.147895,-439.052803,-439.044901,-439.043957,-439.085381,30.61
49161,gdb_49162,O=CC1=CC2CC(C2)C1,3.83892,1.19649,1.06731,3.5442,83.7,-0.2446,-0.051,0.1936,1163.6916,0.161666,-385.908082,-385.900772,-385.899827,-385.939818,29.354
112795,gdb_112796,CCN1CC(O)C1C=O,2.25018,1.17754,0.85951,3.5842,77.12,-0.2346,-0.033,0.2016,1387.1253,0.16865,-440.262275,-440.2525,-440.251556,-440.29756,35.142
93896,gdb_93897,CC1COC(C)C2NC12,2.64788,1.49783,1.19407,2.464,81.89,-0.2405,0.0692,0.3097,1149.9467,0.195755,-404.337011,-404.328362,-404.327418,-404.369914,34.111
98407,gdb_98408,CCC(=O)C1(C)CC1C,2.40716,1.17883,0.9619,2.4825,87.15,-0.2376,-0.0079,0.2298,1384.3634,0.203177,-388.315228,-388.304638,-388.303694,-388.350722,39.269
10360,gdb_10361,CCC(OC)C(C)O,2.51261,1.50386,1.14843,2.2746,74.59,-0.2472,0.0735,0.3206,1171.9895,0.197496,-387.337922,-387.327445,-387.326501,-387.373402,37.302
58553,gdb_58554,CN(C)C1(C)COC1=N,2.19432,1.42948,1.37328,1.7834,79.5,-0.2153,0.0272,0.2425,1127.0621,0.181641,-420.386957,-420.37727,-420.376325,-420.421212,36.203
65723,gdb_65724,CC1(CC=O)CC2NC12,3.92626,0.98165,0.92659,3.369,79.42,-0.2371,-0.0205,0.2166,1310.6252,0.169507,-403.111491,-403.10253,-403.101586,-403.145439,33.781
33861,gdb_33862,N#CC12CC1C1NC1C2,4.03409,1.29698,1.15497,4.8685,76.34,-0.2564,0.0267,0.2831,1061.7897,0.138831,-380.857711,-380.850635,-380.849691,-380.889074,28.457
123592,gdb_123593,C1C2CN1C1=C2ON=N1,2.84907,1.63078,1.21828,3.2781,75.59,-0.2326,-0.0709,0.1617,983.0761,0.102136,-432.802742,-432.795875,-432.79493,-432.834426,26.063
49362,gdb_49363,O=CC1C(C=O)C1C#C,1.69313,1.45365,0.96926,3.0374,74.51,-0.2555,-0.0483,0.2071,1229.8835,0.108984,-420.591334,-420.582302,-420.581358,-420.625805,31.938
33312,gdb_33313,C#CC#CC1C2CC1C2,6.77441,0.72153,0.70593,1.2279,97.88,-0.2371,-0.014,0.2231,1597.3178,0.135888,-347.449459,-347.441515,-347.440571,-347.482318,30.799
118953,gdb_118954,CC1COC1(C)CCO,2.97206,0.89654,0.85696,2.3234,81.46,-0.2428,0.0759,0.3187,1504.3517,0.203746,-425.412054,-425.401458,-425.400514,-425.447969,38.727
86502,gdb_86503,CC1CC(O1)C#CC#N,7.11143,0.61493,0.60713,5.4795,85.17,-0.2749,-0.0526,0.2223,1796.3673,0.123506,-400.720063,-400.71121,-400.710266,-400.754801,31.225
94519,gdb_94520,CN1CCC1C(=O)C#N,2.32798,1.23167,1.1648,4.4513,74.63,-0.242,-0.0865,0.1555,1177.1109,0.134708,-417.998713,-417.989564,-417.98862,-418.033709,31.913
95152,gdb_95153,OC1COC2CC1C=C2,2.66627,1.75702,1.48126,0.6124,74.28,-0.2409,0.0048,0.2457,959.1995,0.162313,-423.026327,-423.019143,-423.018199,-423.057454,29.776
14206,gdb_14207,CC12CC3CC1C23O,2.7892,2.37169,1.8454,1.1378,71.7,-0.2286,0.0739,0.3025,823.071,0.154027,-347.752653,-347.74538,-347.744436,-347.783521,29.068
31807,gdb_31808,CCc1cnc(cn1)N,4.6624,1.00057,0.87755,1.6137,84.99,-0.2162,-0.0339,0.1823,1348.8734,0.149586,-398.195159,-398.186701,-398.185757,-398.22865,31.913
21126,gdb_21127,CN=C1N=CON=N1,1.83185,1.55005,0.85152,3.165,60.9,-0.2599,-0.0361,0.2238,1236.9877,0.078033,-410.89334,-410.882274,-410.88133,-410.934945,30.441
70690,gdb_70691,CC12CC1OCOC2=O,2.27836,1.9648,1.29292,3.4199,67.83,-0.2659,-0.0011,0.2647,994.5723,0.136343,-458.985218,-458.97735,-458.976406,-459.017588,29.895
48542,gdb_48543,O=CC12C3CN1CC2O3,2.97626,1.54066,1.5061,2.3648,69.1,-0.2279,-0.0421,0.1858,941.1006,0.124472,-437.809119,-437.802099,-437.801155,-437.840944,26.912
52975,gdb_52976,CC#CC12NC1C1OC21,4.91182,0.90095,0.84322,3.5912,80.65,-0.2121,0.0216,0.2337,1388.496,0.122236,-400.618437,-400.61006,-400.609116,-400.653534,30.617
42256,gdb_42257,O=C(C#N)C1CC1C#N,2.99572,1.1246,0.98852,5.6116,69.86,-0.3101,-0.1059,0.2041,1175.1657,0.088441,-415.623059,-415.614737,-415.613793,-415.657008,28.861
130074,gdb_130075,NC1=NN2C3CC3C2=C1,4.95514,1.3076,1.18178,2.6338,76.63,-0.2,0.0048,0.2048,1041.608,0.127292,-396.878904,-396.87208,-396.871136,-396.909829,27.727
49819,gdb_49820,C1C(=O)C(=O)CN1C=O,3.45867,1.15301,0.87776,2.3813,64.26,-0.2574,-0.1147,0.1427,1208.267,0.099622,-473.868377,-473.86018,-473.859235,-473.902971,28.341
110574,gdb_110575,CC12C(CO)C3C1CN23,3.20482,1.36111,1.13139,2.7399,79.64,-0.2253,0.069,0.2943,1134.8335,0.170496,-403.047112,-403.038645,-403.0377,-403.080007,32.716
68272,gdb_68273,NC1(C#N)C2CC1(O)C2,2.41691,1.5208,1.44123,3.9206,73.24,-0.2648,0.0266,0.2913,1007.2969,0.13648,-417.963199,-417.954936,-417.953992,-417.995544,32.222
90770,gdb_90771,CC1OC2C1COC2C,3.09784,1.40336,1.21656,2.0055,77.44,-0.2448,0.0793,0.3241,1124.6923,0.183193,-424.225614,-424.217191,-424.216247,-424.258414,32.772
125476,gdb_125477,Cc1[nH]c2conc2n1,5.3759,1.29671,1.05157,6.6119,71.01,-0.2308,-0.0297,0.201,1067.3267,0.102896,-432.871496,-432.864428,-432.863484,-432.90312,26.596
30673,gdb_30674,OCC(O)C1=CN=CN1,4.2583,0.96912,0.81931,2.9515,70.37,-0.232,0.0131,0.2451,1342.0844,0.137685,-455.171216,-455.16274,-455.161796,-455.205264,31.22
77337,gdb_77338,OC1C(CCC1=O)C#C,2.95076,1.27682,0.92974,2.5594,74.67,-0.2554,-0.0355,0.2199,1211.391,0.134517,-421.822043,-421.813371,-421.812426,-421.855492,32.707
34214,gdb_34215,C#CC12OC3CC1C2O3,4.00156,1.42318,1.4076,1.88,70.88,-0.235,0.0241,0.2591,946.8398,0.113456,-420.577056,-420.570518,-420.569574,-420.607834,26.834
3492,gdb_3493,C1C2C3OC1OC23,4.13968,3.94818,3.8817,1.7735,50.63,-0.2414,0.0927,0.3341,483.0398,0.104828,-344.437158,-344.432761,-344.431817,-344.465055,18.385
